"Unit_Code","Park_Name","Lake_Code","Start_Date","Event_Duplicate","Letter","Canopy_Type","Big_trees_ArealCover","Small_trees_ArealCover","Understory_Veg_Cover","Woody_shrubs_saplings_ArealCover","Tall_herb_grass_forb_ArealCover","Woody_shrubs_saplings_GroundCover","Herb_Grass_Forb_GroundCover","Standing_water_ArealCover","Barren_AreaCcover","Riparian_Cover_Notes","Validation_Notes"
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","D","coniferous","sparse (<10%)","sparse (<10%)","broadleaf evergreen","absent","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","I",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","absent",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","J",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","absent",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","F","coniferous","absent","sparse (<10%)","mixed","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","heavy (40-75%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","E","coniferous","sparse (<10%)","sparse (<10%)","mixed","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","A",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","M",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","B",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","C",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","N",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10871",2019-08-22,"No","O",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","absent","heavy (40-75%)","heavy (40-75%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","G",,"absent","absent",,"absent","heavy (40-75%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","K",,"absent","absent",,"absent","very heavy (>75%)","absent","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","D",,"absent","absent",,"moderate (10-40%)","very heavy (>75%)","absent","sparse (<10%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","B",,"absent","absent",,"absent","very heavy (>75%)","absent","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","O",,"absent","absent",,"absent","very heavy (>75%)","absent","heavy (40-75%)","absent","absent",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","F",,"absent","absent",,"absent","heavy (40-75%)","absent","heavy (40-75%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","J",,"absent","absent",,"absent","heavy (40-75%)","absent","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","H",,"absent","absent",,"absent","heavy (40-75%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","L",,"absent","absent",,"absent","very heavy (>75%)","absent","moderate (10-40%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","I",,"absent","absent",,"absent","heavy (40-75%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","C",,"absent","absent",,"moderate (10-40%)","heavy (40-75%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","N",,"absent","absent",,"absent","very heavy (>75%)","absent","heavy (40-75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","A",,"absent","absent",,"absent","very heavy (>75%)","absent","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","E",,"absent","absent",,"sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2016-08-30,"No","M",,"absent","absent",,"absent","very heavy (>75%)","absent","heavy (40-75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","L",,"absent","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","O","coniferous","moderate (10-40%)","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","M","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","E","coniferous","absent","sparse (<10%)","mixed","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","I",,"absent","absent","deciduous","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","moderate (10-40%)","sparse (<10%)","absent",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","A","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","C","coniferous","heavy (40-75%)","sparse (<10%)","mixed","heavy (40-75%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","F",,"absent","absent","broadleaf evergreen","absent","heavy (40-75%)","moderate (10-40%)","heavy (40-75%)","moderate (10-40%)","absent",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","J","coniferous","absent","sparse (<10%)","coniferous","heavy (40-75%)","moderate (10-40%)","moderate (10-40%)","heavy (40-75%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","H","coniferous","sparse (<10%)","sparse (<10%)","broadleaf evergreen","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","absent",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","B","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","heavy (40-75%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","N",,"absent","absent",,"absent","absent","sparse (<10%)","heavy (40-75%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","D","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","G","coniferous","sparse (<10%)","sparse (<10%)","broadleaf evergreen","absent","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10934",2019-08-19,"No","K","coniferous","absent","sparse (<10%)","coniferous","heavy (40-75%)","sparse (<10%)","heavy (40-75%)","moderate (10-40%)","moderate (10-40%)","absent",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","O",,"absent","absent",,"absent","absent","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","E",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","L",,"absent","absent",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","C",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","F",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","H",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","B",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","D",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","N",,"absent","absent",,"absent","absent","absent","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","M",,"absent","absent",,"absent","absent","absent","sparse (<10%)","moderate (10-40%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","K",,"absent","absent",,"absent","absent","absent","absent","moderate (10-40%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","A",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","G",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","J",,"absent","absent",,"absent","absent","absent","absent","very heavy (>75%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10950",2016-08-03,"No","I",,"absent","absent",,"absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","J","none","absent","absent","none","absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","I","none","absent","absent","none","absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","M","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","L","none","absent","absent","none","absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","D","none","absent","absent","none","absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","K","none","absent","absent","none","absent","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","H","none","absent","absent","none","absent","absent","absent","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","O","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","C","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","N","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","A","none","absent","absent","none","absent","absent","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","B","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","G","none","absent","absent","none","absent","absent","absent","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","E","none","absent","absent","none","absent","absent","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10968",2013-07-31,"No","F","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","K","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","I","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","F","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","G","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","H","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","E","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","A","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","J","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","C","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","M","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","absent","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","O","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","B","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","L","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","sparse (<10%)","absent","sparse (<10%)","absent","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","D","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2013-08-27,"No","N","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","I","coniferous","heavy (40-75%)","moderate (10-40%)",,"absent","moderate (10-40%)","absent","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","J","coniferous","sparse (<10%)","sparse (<10%)",,"absent","heavy (40-75%)","absent","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","A","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","F","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","heavy (40-75%)","sparse (<10%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","B","coniferous","moderate (10-40%)","moderate (10-40%)",,"absent","sparse (<10%)","sparse (<10%)","heavy (40-75%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","E",,"absent","absent","coniferous","moderate (10-40%)","sparse (<10%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","K",,"absent","absent",,"absent","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","N","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","sparse (<10%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","G","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","H","coniferous","heavy (40-75%)","absent","coniferous","heavy (40-75%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","C",,"absent","absent",,"absent","heavy (40-75%)","absent","moderate (10-40%)","heavy (40-75%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","D","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","L","coniferous","heavy (40-75%)","absent","coniferous","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","M","coniferous","moderate (10-40%)","absent","coniferous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-08-29,"No","O","coniferous","moderate (10-40%)","absent",,"absent","sparse (<10%)","absent","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","K",,"absent","absent","coniferous","moderate (10-40%)","absent","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","M",,"absent","absent",,"absent","very heavy (>75%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","N","coniferous","sparse (<10%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","C","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","H","coniferous","very heavy (>75%)","sparse (<10%)",,"sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","I","coniferous","moderate (10-40%)","sparse (<10%)",,"sparse (<10%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","O","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","A","coniferous","heavy (40-75%)","absent",,"absent","sparse (<10%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","F",,"absent","absent",,"absent","heavy (40-75%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","B","coniferous","moderate (10-40%)","absent","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","J","coniferous","moderate (10-40%)","sparse (<10%)",,"sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","D","coniferous","sparse (<10%)","absent","coniferous","moderate (10-40%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","E","coniferous","heavy (40-75%)","sparse (<10%)","coniferous","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","G","coniferous","sparse (<10%)","absent",,"absent","heavy (40-75%)","absent","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10972",2016-09-08,"Yes","L","coniferous","moderate (10-40%)","absent",,"moderate (10-40%)","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","very heavy (>75%)","absent","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","F","coniferous","heavy (40-75%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","G","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","moderate (10-40%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","C","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","L","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","K","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","H","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","E","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","D","coniferous","moderate (10-40%)","moderate (10-40%)","coniferous","heavy (40-75%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","J","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","very heavy (>75%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","A","coniferous","moderate (10-40%)","sparse (<10%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","moderate (10-40%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","M","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","heavy (40-75%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","B","coniferous","sparse (<10%)","sparse (<10%)","coniferous","heavy (40-75%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","sparse (<10%)","very heavy (>75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","I","coniferous","heavy (40-75%)","moderate (10-40%)","coniferous","very heavy (>75%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10972",2019-08-23,"No","O","coniferous","sparse (<10%)","heavy (40-75%)","coniferous","moderate (10-40%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","sparse (<10%)","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10980",2013-07-31,"No","D","none","absent","absent","coniferous","sparse (<10%)","absent","sparse (<10%)","moderate (10-40%)","absent","heavy (40-75%)",,
"LAVO","Lassen Volcanic National Park","10980",2013-07-31,"No","G","coniferous","absent","moderate (10-40%)","mixed","sparse (<10%)","sparse (<10%)","moderate (10-40%)","sparse (<10%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10980",2013-07-31,"No","N","coniferous","sparse (<10%)","sparse (<10%)","coniferous","sparse (<10%)","absent","moderate (10-40%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10980",2013-07-31,"No","O","coniferous","sparse (<10%)","sparse (<10%)","coniferous","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)",,
"LAVO","Lassen Volcanic National Park","10980",2013-07-31,"No","C","coniferous","absent","sparse (<10%)","coniferous","sparse (<10%)","sparse (<10%)","sparse (<10%)","moderate (10-40%)","absent","moderate (10-40%)",,
"LAVO","Lassen Volcanic National Park","10980",2013-07-31,"No","J","coniferous","moderate (10-40%)","moderate (10-40%)","mixed","moderate (10-40%)","absent","moderate (10-40%)","moderate (10-40%)","absent","sparse (<10%)",,
